period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2021,TN,Tennessee,PET,Petroleum,,117,,34,,46,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,TN,Tennessee,OTH,Other,,31,,1277,,9493,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,TN,Tennessee,NG,Natural Gas,,7279,,2855,,42,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,TN,Tennessee,COL,Coal,,19680,,8322,,17404,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,SD,South Dakota,ALL,Total,320,2519,.2,1599,.1,727,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,SD,South Dakota,PET,Petroleum,,36,,154,,37,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,SD,South Dakota,OTH,Other,,0,,176,,20,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,SD,South Dakota,NG,Natural Gas,,738,,519,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,SD,South Dakota,COL,Coal,,1744,,750,,667,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,SC,South Carolina,ALL,Total,563,25193,.3,16331,.5,23279,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,SC,South Carolina,PET,Petroleum,,91,,113,,177,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,SC,South Carolina,OTH,Other,,138,,5080,,11954,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,SC,South Carolina,NG,Natural Gas,,10028,,2489,,43,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,SC,South Carolina,COL,Coal,,14936,,8649,,11105,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,RI,Rhode Island,ALL,Total,840,3558,.5,2292,0,47,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,RI,Rhode Island,PET,Petroleum,,15,,12,,33,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,RI,Rhode Island,OTH,Other,,0,,228,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,RI,Rhode Island,NG,Natural Gas,,3543,,2052,,13,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,PA,Pennsylvania,OTH,Other,,1577,,12372,,4251,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,PA,Pennsylvania,NG,Natural Gas,,48153,,10721,,253,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,PA,Pennsylvania,COL,Coal,,30099,,22800,,46434,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,PA,Pennsylvania,ALL,Total,729,79951,.4,46341,.4,51032,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,PA,Pennsylvania,PET,Petroleum,,122,,448,,94,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OR,Oregon,ALL,Total,314,8710,.6,19486,.1,3979,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OR,Oregon,PET,Petroleum,,0,,3,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OR,Oregon,OTH,Other,,81,,5667,,3917,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OR,Oregon,NG,Natural Gas,,8629,,13816,,62,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OK,Oklahoma,ALL,Total,758,27812,.6,24271,.4,16335,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OK,Oklahoma,PET,Petroleum,,30,,61,,19,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OK,Oklahoma,OTH,Other,,150,,1364,,42,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OK,Oklahoma,NG,Natural Gas,,15124,,11523,,82,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OK,Oklahoma,COL,Coal,,12508,,11323,,16192,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,UT,Utah,COL,Coal,,25063,,32407,,10198,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,US,United States,ALL,Total,885,1651911,.7,1381337,.6,1287303,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,US,United States,PET,Petroleum,,21223,,41981,,63207,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,US,United States,OTH,Other,,15453,,247851,,238095,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,US,United States,NG,Natural Gas,,695927,,457724,,4212,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,US,United States,COL,Coal,,919308,,633781,,981789,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NV,Nevada,ALL,Total,732,13899,.5,11125,.1,2639,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NV,Nevada,PET,Petroleum,,7,,3,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NV,Nevada,OTH,Other,,31,,339,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NV,Nevada,NG,Natural Gas,,10982,,8061,,60,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NV,Nevada,COL,Coal,,2879,,2722,,2575,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NM,New Mexico,OTH,Other,,0,,493,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NM,New Mexico,NG,Natural Gas,,4580,,3376,,18,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NM,New Mexico,COL,Coal,,12596,,9161,,2905,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NM,New Mexico,ALL,Total,1075,17204,.7,13057,.2,2929,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NM,New Mexico,PET,Petroleum,,28,,27,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NJ,New Jersey,ALL,Total,530,14786,.3,9389,0,1518,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NJ,New Jersey,PET,Petroleum,,31,,13,,17,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NJ,New Jersey,OTH,Other,,1023,,3889,,488,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NJ,New Jersey,NG,Natural Gas,,12558,,4590,,51,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NJ,New Jersey,COL,Coal,,1174,,897,,962,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NH,New Hampshire,ALL,Total,289,2261,.2,1913,.1,488,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NH,New Hampshire,PET,Petroleum,,80,,126,,192,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NH,New Hampshire,OTH,Other,,98,,1177,,91,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NH,New Hampshire,NG,Natural Gas,,1779,,271,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NH,New Hampshire,COL,Coal,,304,,339,,198,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NE,Nebraska,ALL,Total,1233,21255,1.1,20654,2.2,42064,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NE,Nebraska,PET,Petroleum,,58,,394,,46,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NE,Nebraska,OTH,Other,,0,,1152,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NE,Nebraska,NG,Natural Gas,,637,,433,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NE,Nebraska,COL,Coal,,20560,,18675,,42016,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,ND,North Dakota,ALL,Total,1411,27590,1.4,30740,1.7,37380,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,ND,North Dakota,PET,Petroleum,,30,,25,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,ND,North Dakota,OTH,Other,,11,,532,,132,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,ND,North Dakota,NG,Natural Gas,,976,,438,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,ND,North Dakota,COL,Coal,,26573,,29745,,37234,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OH,Ohio,ALL,Total,1205,68982,.8,51775,1.6,101308,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OH,Ohio,PET,Petroleum,,2206,,3102,,25286,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OH,Ohio,OTH,Other,,25,,10867,,2069,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OH,Ohio,NG,Natural Gas,,22820,,5397,,118,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,OH,Ohio,COL,Coal,,43931,,32409,,73835,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NY,New York,ALL,Total,499,28355,.5,29077,.1,7826,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NY,New York,PET,Petroleum,,603,,914,,1498,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NY,New York,OTH,Other,,1984,,14289,,6179,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,NY,New York,NG,Natural Gas,,25768,,13874,,149,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MS,Mississippi,ALL,Total,833,25628,.5,16328,.4,13067,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MS,Mississippi,PET,Petroleum,,10,,6,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MS,Mississippi,OTH,Other,,0,,2466,,9959,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MS,Mississippi,NG,Natural Gas,,19703,,10972,,105,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MS,Mississippi,COL,Coal,,5915,,2884,,2996,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MO,Missouri,NG,Natural Gas,,3175,,2522,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MO,Missouri,COL,Coal,,56221,,49380,,101476,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MO,Missouri,ALL,Total,1706,59653,1.4,53627,2.6,101711,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MO,Missouri,PET,Petroleum,,258,,985,,213,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MO,Missouri,OTH,Other,,0,,740,,14,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MN,Minnesota,ALL,Total,861,23176,.8,23621,.5,15583,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MN,Minnesota,PET,Petroleum,,99,,613,,139,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MN,Minnesota,OTH,Other,,439,,5003,,6030,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MN,Minnesota,NG,Natural Gas,,5802,,5040,,25,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MN,Minnesota,COL,Coal,,16837,,12965,,9389,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MI,Michigan,ALL,Total,1048,55045,1,58284,1.1,64301,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MI,Michigan,PET,Petroleum,,1963,,1907,,4051,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MI,Michigan,OTH,Other,,227,,11833,,6728,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MI,Michigan,NG,Natural Gas,,15760,,20695,,329,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,MI,Michigan,COL,Coal,,37095,,23849,,53193,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,ME,Maine,ALL,Total,461,2285,1,5182,1,5687,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2021,ME,Maine,PET,Petroleum,,72,,101,,138,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
